event_id,event_description,start_tstamp,confirmed_tstamp,created_tstamp,closed_tstamp,event_type,event_subtype,location,latitude,longitude,number_of_responders,lanes_affected
MDOT_CHART_44ffc00500fb00ac004106e89f035daa,"Incident @ I-70 PRIOR TO I-695[Collision, Property Damage]",,2004-11-30 17:58:45-05,2004-11-30 17:58:46-05,2004-11-30 18:04:11-05,accidentsAndIncidents,accident,I-70 PRIOR TO I-695,39.3050598,-76.7435242,2.0,1.0
MDOT_CHART_9dff0d14000100ad004104e897035daa,Incident @ I-95 ON THE W.W. BRIDGE[Debris In Roadway],,2004-11-30 18:24:30-05,2004-11-30 18:24:36-05,2004-11-30 18:27:19-05,accidentsAndIncidents,incident,I-95 ON THE W.W. BRIDGE,38.7917048,-77.0405128,1.0,
MDOT_CHART_80ffc336000200ad004106e89f035daa,"Incident @ I-83 PRIOR TO I-695[Collision, Property Damage]",,2004-11-30 18:29:14-05,2004-11-30 18:29:14-05,2004-11-30 18:41:41-05,accidentsAndIncidents,accident,I-83 PRIOR TO I-695,39.4105637,-76.6617814,1.0,0.0
MDOT_CHART_32ffe1b7070800ad0041b48c33235daa,"Incident @ MD 650 PRIOR I-95/I- [Collision, Personal Injury]",,2004-11-30 18:56:39-05,2004-11-30 18:56:39-05,2004-11-30 19:48:44-05,accidentsAndIncidents,accident,MD 650 PRIOR I-95/I-495,39.0188805,-76.9753724,5.0,3.0
MDOT_CHART_8bffc92f000e00ad004106e89f035daa,Incident @ YORK RD RAMP TO I-695 I/L[Disabled In Roadway],,2004-11-30 19:20:17-05,2004-11-30 19:20:17-05,2004-11-30 19:42:12-05,accidentsAndIncidents,disabled vehicle,YORK RD RAMP TO I-695 I/L,39.413459,-76.6110994,3.0,0.0
MDOT_CHART_24ffcbc4001000ad004106e89f035daa,Incident @ I-695 RAMP TO EX 32 BELAIR R[Disabled In Roadway],,2004-11-30 19:31:29-05,2004-11-30 19:31:34-05,2004-11-30 19:49:10-05,accidentsAndIncidents,disabled vehicle,I-695 RAMP TO EX 32 BELAIR RD,39.3888113,-76.532893,0.0,0.0
MDOT_CHART_2fff0f93001200ad004104e897035daa,Disabled Vehicle Event @ I-95 SOUTH OF RITCHIE MARLBORO RD,,2004-11-30 19:39:18-05,2004-11-30 19:40:02-05,2004-11-30 19:40:40-05,accidentsAndIncidents,disabled vehicle,I-95 SOUTH OF RITCHIE MARLBORO RD,38.8589495,-76.8483369,1.0,
MDOT_CHART_79ffcc11001700ad004106e89f035daa,"Incident @ MD 702 @ OLD EASTERN [Collision, Personal Injury]",,2004-11-30 19:58:29-05,2004-11-30 19:58:37-05,2004-11-30 20:53:39-05,accidentsAndIncidents,accident,MD 702 @ OLD EASTERN AVE,39.3137348,-76.4536991,5.0,3.0
MDOT_CHART_d7ffd160002100ad004106e89f035daa,Incident @ I-695 @ WINDSOR MILL OVERPAS[Disabled In Roadway],,2004-11-30 20:42:20-05,2004-11-30 20:42:20-05,2004-11-30 20:44:49-05,accidentsAndIncidents,disabled vehicle,I-695 @ WINDSOR MILL OVERPASS,39.3179281,-76.7444696,1.0,
MDOT_CHART_d7fff023073200ad0041b48c33235daa,Action Event @ I-695 @ BELAIR RD RAMP,,2004-11-30 21:53:23-05,2004-11-30 21:53:23-05,2004-12-01 15:55:06-05,accidentsAndIncidents,incident,I-695 @ BELAIR RD RAMP,39.3701989,-76.510532,1.0,
MDOT_CHART_6400f971076800ad0041b48c33235daa,"Incident @ I-695 AT 795 [Collision, Property Damage]",,2004-12-01 01:45:05-05,2004-12-01 01:45:05-05,2004-12-01 16:10:06-05,accidentsAndIncidents,accident,I-695 AT 795,39.3879813,-76.7202421,5.0,5.0
MDOT_CHART_eaff00e0087700ad0041b48c33235daa,Incident @ US 1 /BELAIR ROAD PRIOR TO I-695 [Other],,2004-12-01 02:50:56-05,2004-12-01 02:50:56-05,2004-12-01 22:15:47-05,accidentsAndIncidents,incident,US 1 /BELAIR ROAD PRIOR TO I-695,39.3672803,-76.5154946,3.0,0.0
MDOT_CHART_c1fe088e089800ad0041b48c33235daa,Incident @ US 1 AT RIDGLEYS CHOICE DRIVE [Other],,2004-12-01 05:10:22-05,2004-12-01 05:10:22-05,2004-12-01 13:21:50-05,accidentsAndIncidents,incident,US 1 AT RIDGLEYS CHOICE DRIVE,39.3820171,-76.4984662,1.0,1.0
MDOT_CHART_3dff05f9009f00ad00418de833035daa,Disabled Vehicle Event @ I-95 AT MONTGOMERY ROAD,,2004-12-01 05:42:45-05,2004-12-01 05:43:17-05,2004-12-01 13:20:48-05,accidentsAndIncidents,disabled vehicle,I-95 AT MONTGOMERY ROAD,39.2109336,-76.7378481,1.0,
MDOT_CHART_ccff6d3901a100ad004105e89f035daa,Incident @ O/L I-695 S OF EX 11 I-95[Debris In Roadway],,2004-12-01 05:47:42-05,2004-12-01 05:47:45-05,2004-12-01 19:10:06-05,obstruction,debris on roadway,O/L I-695 S OF EX 11 I-95,39.2486516,-76.6776115,1.0,
MDOT_CHART_98fedb9300a500ad004106e89f035daa,"Incident @ I-695 RAMP TO SULPHUR[Collision, Property Damage]",,2004-12-01 06:06:32-05,2004-12-01 06:06:33-05,2004-12-01 19:35:06-05,accidentsAndIncidents,accident,I-695 RAMP TO SULPHUR SPRING RD,39.2470934,-76.6896934,2.0,0.0
MDOT_CHART_dcfe139008a600ad0041b48c33235daa,Congestion Event @ I-495 PRIOR MD 650,,2004-12-01 06:10:08-05,2004-12-01 06:10:07-05,2004-12-01 23:45:06-05,trafficConditions,traffic congestion,I-495 PRIOR MD 650,39.0187071,-76.9755707,0.0,
MDOT_CHART_26ff19d008aa00ad0041b48c33235daa,"Incident @ I-95 AT B/W PKWY [Collision, Property Damage]",,2004-12-01 06:28:16-05,2004-12-01 06:28:16-05,2004-12-01 20:00:06-05,accidentsAndIncidents,accident,I-95 AT B/W PKWY,38.9912627,-76.8861211,7.0,1.0
MDOT_CHART_24ffe90600b000ad004106e89f035daa,Incident @ US 29 PRIOR TO MD 103[Disabled In Roadway],,2004-12-01 06:51:02-05,2004-12-01 06:51:02-05,2004-12-01 20:00:06-05,accidentsAndIncidents,disabled vehicle,US 29 PRIOR TO MD 103,39.2553969,-76.8186477,2.0,2.0
MDOT_CHART_2cffef0400b400ad004106e89f035daa,"Incident @ I-695 PRIOR TO EXIT 9[Collision, Personal Injury]",,2004-12-01 07:07:57-05,2004-12-01 07:08:21-05,2004-12-01 20:35:06-05,accidentsAndIncidents,accident,I-695 PRIOR TO EXIT 9 HOLLINS FERRY RD,39.2535796,-76.6869928,5.0,1.0
MDOT_CHART_5cffec3800b300ad004106e89f035daa,"Incident @ MD 139 CHARLES ST PAS[Collision, Property Damage]",,2004-12-01 07:09:02-05,2004-12-01 07:09:02-05,2004-12-01 20:16:06-05,accidentsAndIncidents,accident,MD 139 CHARLES ST PAST BELLONA AVE,39.3897548,-76.6211455,3.0,2.0
MDOT_CHART_b3ff026e01bd00ad004106e89f035daa,"Incident @ I-695 AT EXIT 32 BELA[Collision, Property Damage]",,2004-12-01 07:48:02-05,2004-12-01 07:48:03-05,2004-12-01 21:10:06-05,accidentsAndIncidents,accident,I-695 AT EXIT 32 BELAIR RD,39.3677878,-76.5175998,2.0,1.0
MDOT_CHART_a1ff361708c100ad0041b48c33235daa,"Incident @ I-95 N OF TEMPLE HIL [Collision, Property Damage]",,2004-12-01 08:03:19-05,2004-12-01 08:03:19-05,2004-12-01 21:25:06-05,accidentsAndIncidents,accident,I-95 N OF TEMPLE HILLS RD,38.8170561,-76.9488723,4.0,1.0
MDOT_CHART_c4ff136401c700ad004106e89f035daa,Incident @ I-70 RAMP TO I/L I-695[Debris In Roadway],,2004-12-01 08:31:45-05,2004-12-01 08:31:45-05,2004-12-01 21:50:06-05,obstruction,debris on roadway,I-70 RAMP TO I/L I-695,39.3020601,-76.7412224,1.0,
MDOT_CHART_48ff15e601c700ad004106e89f035daa,"Incident @ I-695 PRIOR TO EXIT 2[Collision, Property Damage]",,2004-12-01 08:32:50-05,2004-12-01 08:32:50-05,2004-12-01 21:50:06-05,accidentsAndIncidents,accident,I-695 PRIOR TO EXIT 29 MD 542,39.3998061,-76.56614,2.0,
MDOT_CHART_f7fe1b8d01c900ad004106e89f035daa,"Incident @ MD 100 AT I-97[Collision, Property Damage]",,2004-12-01 08:40:03-05,2004-12-01 08:40:02-05,2004-12-01 22:10:06-05,accidentsAndIncidents,disabled vehicle,MD 100 AT I-97,39.1519554,-76.6434949,3.0,1.0
MDOT_CHART_c8ff4a2008cb00ad0041b48c33235daa,"Incident @ I-495 AT CHERRY HILL [Collision, Property Damage]",,2004-12-01 08:46:08-05,2004-12-01 08:46:08-05,2004-12-01 22:00:06-05,accidentsAndIncidents,accident,I-495 AT CHERRY HILL ROAD,39.0195891,-76.9484205,3.0,1.0
MDOT_CHART_29ff1dbb01cb00ad004106e89f035daa,"Incident @ I-695  PAST EXIT 27 M[Collision, Property Damage]",,2004-12-01 08:49:37-05,2004-12-01 08:49:36-05,2004-12-01 22:10:06-05,accidentsAndIncidents,accident,I-695  PAST EXIT 27 MD 146,39.4114116,-76.5977341,2.0,1.0
MDOT_CHART_f2ff207f01cd00ad004106e89f035daa,"Incident @ I-695 AT EXIT 31 MD 1[Collision, Property Damage]",,2004-12-01 08:58:37-05,2004-12-01 08:58:36-05,2004-12-01 22:10:06-05,accidentsAndIncidents,accident,I-695 AT EXIT 31 MD 147,39.3874155,-76.5284507,2.0,2.0
MDOT_CHART_87ff270701d300ad004106e89f035daa,Incident @ I-695 PRIOR TO EXIT 23 MD 25[Debris In Roadway],,2004-12-01 09:20:21-05,2004-12-01 09:20:23-05,2004-12-01 22:25:06-05,obstruction,debris on roadway,I-695 PRIOR TO EXIT 23 MD 25,39.4054687,-76.6659624,1.0,
MDOT_CHART_2000654f08d900ad0041b48c33235daa,Incident @ MD 464 WEST OF BOSS ARNOLD RD [Debris In Roadway],,2004-12-01 09:46:39-05,2004-12-01 09:46:39-05,2004-12-01 13:30:40-05,obstruction,debris on roadway,MD 464 WEST OF BOSS ARNOLD RD.,39.3277236,-77.553738,2.0,
MDOT_CHART_ecff305c01da00ad004106e89f035daa,Incident @ I-695 RAMP TO EXIT 24 I-83 NO[Emergency Roadwork],,2004-12-01 09:52:25-05,2004-12-01 09:52:26-05,2004-12-02 00:05:06-05,accidentsAndIncidents,incident,I-695 RAMP TO EXIT 24 I-83 NORTH,39.4212701,-76.637021,2.0,0.0
MDOT_CHART_60ff816808e400ad0041b48c33235daa,Action Event @ MD 201 AT LAWRENCE,,2004-12-01 10:34:00-05,2004-12-01 10:34:00-05,2004-12-02 01:05:06-05,accidentsAndIncidents,incident,MD 201 AT LAWRENCE,38.9362427,-76.9362812,1.0,
MDOT_CHART_d4fe83da08e400ad0041b48c33235daa,Action Event @ MD 414 AT SILVER HILL,,,2004-12-01 10:35:54-05,2004-12-02 01:05:06-05,accidentsAndIncidents,incident,MD 414 AT SILVER HILL,38.8406199,-76.9419989,1.0,
MDOT_CHART_8fff8e7f08ef00ad0041b48c33235daa,Incident @ I-95 BETWEEN MD RT 4 AND WW  [Emergency Roadwork],,2004-12-01 11:21:19-05,2004-12-01 11:21:18-05,2004-12-02 00:55:06-05,roadwork,road construction,I-95 BETWEEN MD RT 4 AND WW BRIDGE,38.8166486,-76.9070359,0.0,
MDOT_CHART_29003c7501f200ad004106e89f035daa,Incident @ I-695 PRIOR TO EXIT 28 PROVIDE[Debris In Roadway],,2004-12-01 11:35:02-05,2004-12-01 11:35:04-05,2004-12-02 01:05:06-05,obstruction,debris on roadway,I-695 PRIOR TO EXIT 28 PROVIDENCE RD,39.41271,-76.5970773,1.0,1.0
MDOT_CHART_b8fe969708f800ad0041b48c33235daa,Action Event @ MD 26 AT KLEES MILL RD,,2004-12-01 12:00:07-05,2004-12-01 12:00:06-05,2004-12-01 16:39:00-05,accidentsAndIncidents,incident,MD 26 AT KLEES MILL RD,39.4232262,-76.9976095,1.0,
MDOT_CHART_e7fe9ac208f800ad0041b48c33235daa,Action Event @ MD 176 AT AVIATION,,2004-12-01 12:00:50-05,2004-12-01 12:00:49-05,2004-12-01 22:23:08-05,accidentsAndIncidents,incident,MD 176 AT AVIATION,39.1642956,-76.6463817,1.0,
MDOT_CHART_7dff9f4f08fc00ad0041b48c33235daa,Action Event @ MD 2 AT MD 214,,2004-12-01 12:15:59-05,2004-12-01 12:15:59-05,2004-12-01 22:13:40-05,accidentsAndIncidents,incident,MD 2 AT MD 214,38.9268179,-76.5678652,1.0,
MDOT_CHART_ebfe81e601ff00ad004105e89f035daa,"Incident @ I/L I-695 EX 12 WILKE[Collision, Personal Injury]",,2004-12-01 12:31:36-05,2004-12-01 12:31:38-05,2004-12-01 13:03:09-05,accidentsAndIncidents,accident,I/L I-695 EX 12 WILKENS AVE,39.2610771,-76.7048449,4.0,3.0
MDOT_CHART_44004c6b010600ae004106e89f035daa,Action Event @ WASHINGTON BLVD @ I-695,,2004-12-01 12:59:39-05,2004-12-01 12:59:39-05,2004-12-01 13:29:10-05,accidentsAndIncidents,incident,WASHINGTON BLVD @ I-695,39.2447791,-76.6732846,1.0,
MDOT_CHART_6eff02ea000600ae004104e897035daa,Action Event @ MD 704 AND 1 BLOCK NORTH OF EASTERN [Signal],,2004-12-01 13:01:55-05,2004-12-01 13:02:24-05,2004-12-01 13:05:12-05,accidentsAndIncidents,incident,MD 704 AND 1 BLOCK NORTH OF EASTERN,38.9423507,-76.8505908,2.0,
MDOT_CHART_f1fea8ae080700ae0041b48c33235daa,Incident @ SUITLAND RD RAMP TO I-95 SOUT [Debris In Roadway],,2004-12-01 13:04:30-05,2004-12-01 13:04:29-05,2004-12-01 14:12:58-05,obstruction,debris on roadway,SUITLAND RD RAMP TO I-95 SOUTH,38.8193977,-76.8938084,3.0,0.0
MDOT_CHART_1dffa9d9080700ae0041b48c33235daa,Incident @ MD 26 AT HILLMAR RD [Debris In Roadway],,2004-12-01 13:05:13-05,2004-12-01 13:05:13-05,2004-12-01 22:07:36-05,obstruction,debris on roadway,MD 26 AT HILLMAR RD,39.3585969,-76.7716607,1.0,4.0
MDOT_CHART_9fff50bc010c00ae004106e89f035daa,"Incident @ I-95 PRIOR TO EX 49 I[Collision, Property Damage]",,2004-12-01 13:26:28-05,2004-12-01 13:26:28-05,2004-12-01 14:00:19-05,accidentsAndIncidents,accident,I-95 PRIOR TO EX 49 I-695,39.2467719,-76.6777249,3.0,1.0
MDOT_CHART_74ff05e7000c00ae004104e897035daa,"Incident @ I-495 BETWEEN MD 97 A[Collision, Property Damage]",,2004-12-01 13:27:41-05,2004-12-01 13:28:00-05,2004-12-01 14:21:33-05,accidentsAndIncidents,accident,I-495 BETWEEN MD 97 AND US 29,39.0128615,-77.0400638,4.0,1.0
MDOT_CHART_9cffae4d080d00ae0041b48c33235daa,Action Event @ MD 140 NORTH OF ST. THOMAS,,2004-12-01 13:28:29-05,2004-12-01 13:28:29-05,2004-12-01 22:23:05-05,accidentsAndIncidents,incident,MD 140 NORTH OF ST. THOMAS,39.4136526,-76.7719055,1.0,
MDOT_CHART_5fff09cd000d00ae004104e897035daa,Action Event @ I-495 WEST OF MD 29 [Debris],,2004-12-01 13:31:25-05,2004-12-01 13:32:00-05,2004-12-01 13:47:00-05,accidentsAndIncidents,incident,I-495 WEST OF MD 29,39.0146959,-77.0261807,1.0,
MDOT_CHART_b8ff0d20000f00ae004104e897035daa,Incident @ I-270 SPUR SOUTH BOUND TO I-49[Debris In Roadway],,2004-12-01 13:36:44-05,2004-12-01 13:36:55-05,2004-12-01 14:13:41-05,obstruction,debris on roadway,I-270 SPUR SOUTH BOUND TO I-495,39.0145495,-77.1483489,1.0,
MDOT_CHART_07ffb1b2081000ae0041b48c33235daa,Incident @ I-95 AT W W BRIDGE [Emergency Roadwork],,2004-12-01 13:42:58-05,2004-12-01 13:42:58-05,2004-12-01 13:49:13-05,roadwork,road construction,I-95 AT W W BRIDGE,38.7869642,-77.0345803,1.0,2.0
MDOT_CHART_0bffb3b2081200ae0041b48c33235daa,Incident @ I-95 AT SUITLAND RD [Emergency Roadwork],,2004-12-01 13:51:30-05,2004-12-01 13:51:29-05,2004-12-01 14:20:42-05,roadwork,road construction,I-95 AT SUITLAND RD,38.8294828,-76.8738359,1.0,2.0
MDOT_CHART_5bff15b5001500ae004104e897035daa,Action Event @ I-270 AFTER SPLIT [Debris],,2004-12-01 14:04:50-05,2004-12-01 14:05:46-05,2004-12-01 14:07:41-05,accidentsAndIncidents,incident,I-270 AFTER SPLIT,39.0307117,-77.1313725,1.0,
MDOT_CHART_57ff18ad001600ae004104e897035daa,Disabled Vehicle Event @ I-495 AT MD 97,,2004-12-01 14:08:59-05,2004-12-01 14:10:02-05,2004-12-01 14:10:35-05,accidentsAndIncidents,disabled vehicle,I-495 AT MD 97,39.0115568,-77.0400631,1.0,
MDOT_CHART_d2ffb86d081900ae0041b48c33235daa,Disabled Vehicle Event @ I-495 PRIOR PERSIMMON TREE,,2004-12-01 14:20:13-05,2004-12-01 14:20:13-05,2004-12-01 14:29:36-05,accidentsAndIncidents,disabled vehicle,I-495 PRIOR PERSIMMON TREE,39.0154395,-77.1220652,1.0,
MDOT_CHART_eaffba7b082100ae0041b48c33235daa,Congestion Event @ I-495 PRIOR MD 355,,2004-12-01 14:54:35-05,2004-12-01 14:54:34-05,2004-12-01 18:19:09-05,trafficConditions,traffic congestion,I-495 PRIOR MD 355,39.0151478,-77.0993207,0.0,
MDOT_CHART_7cff03b7002200ae00418ce833035daa,Incident @ MD 197 RAMP TO OLD LAUREL BOWI[Debris In Roadway],,2004-12-01 15:01:37-05,2004-12-01 15:01:36-05,2004-12-01 22:10:15-05,obstruction,debris on roadway,MD 197 RAMP TO OLD LAUREL BOWIE RD,39.0313107,-76.7842958,1.0,1.0
MDOT_CHART_1dff89e8012600ae004105e89f035daa,Incident @ O/L I-695 X-11[Other],,2004-12-01 15:18:48-05,2004-12-01 15:19:24-05,2004-12-01 15:35:07-05,accidentsAndIncidents,incident,O/L I-695 X-11,39.2543839,-76.6857481,1.0,
MDOT_CHART_90ff1dcc002b00ae004104e897035daa,Action Event @ I-495 WEST OF MD 29 [Debris],,2004-12-01 15:39:02-05,2004-12-01 15:39:24-05,2004-12-01 15:40:41-05,accidentsAndIncidents,incident,I-495 WEST OF MD 29,39.0155002,-77.026181,1.0,
MDOT_CHART_73ff8c33012e00ae004105e89f035daa,Incident @ S/B I-95 PAST X-49[Debris In Roadway],,2004-12-01 15:49:25-05,2004-12-01 15:49:30-05,2004-12-01 16:38:24-05,obstruction,debris on roadway,S/B I-95 PAST X-49,39.249793,-76.6784676,2.0,
MDOT_CHART_24000f47002e00ae00418ce833035daa,Action Event @ US 1 AND LEVERING,,2004-12-01 15:49:30-05,2004-12-01 15:49:32-05,2004-12-02 17:25:06-05,accidentsAndIncidents,incident,US 1 AND LEVERING,39.2163097,-76.7094619,1.0,
MDOT_CHART_39ffc1b6082e00ae0041b48c33235daa,Action Event @ MD 214 CHURCH RD (SIGNAL),,2004-12-01 15:51:02-05,2004-12-01 15:51:02-05,2004-12-01 22:28:54-05,accidentsAndIncidents,incident,MD 214 CHURCH RD (SIGNAL),38.9019451,-76.7583964,1.0,
MDOT_CHART_4d00207f003200ae004104e897035daa,"Incident @ I-495 PAST MD 97[Collision, Property Damage]",,2004-12-01 16:07:38-05,2004-12-01 16:07:46-05,2004-12-01 16:14:55-05,accidentsAndIncidents,accident,I-495 PAST MD 97,39.0111216,-77.0411777,2.0,1.0
MDOT_CHART_8f006561014200ae004106e89f035daa,"Incident @ MD 702 @ HOMBERG[Collision, Personal Injury]",,2004-12-01 17:15:18-05,2004-12-01 17:15:16-05,2004-12-01 18:17:43-05,accidentsAndIncidents,accident,MD 702 @ HOMBERG,39.2981609,-76.4387562,6.0,5.0
MDOT_CHART_10006ed2014900ae004106e89f035daa,Incident @ I-795 PRIOR TO EX 4 OWINGS MILLS BL[Vehicle Fire],,2004-12-01 17:47:13-05,2004-12-01 17:47:21-05,2004-12-01 18:03:46-05,accidentsAndIncidents,incident,I-795 PRIOR TO EX 4 OWINGS MILLS BLVD,39.4127812,-76.790272,2.0,
MDOT_CHART_ad00755f015200ae004106e89f035daa,"Incident @ I-695 @ EX 16 I-70[Collision, Property Damage]",,2004-12-01 18:23:51-05,2004-12-01 18:24:00-05,2004-12-01 19:03:19-05,accidentsAndIncidents,accident,I-695 @ EX 16 I-70,39.3056629,-76.7454522,3.0,1.0
MDOT_CHART_2a007dc3016300ae004106e89f035daa,"Incident @ I-695 PRIOR TO EX 32 [Collision, Personal Injury]",,2004-12-01 19:37:42-05,2004-12-01 19:37:43-05,2004-12-01 19:54:38-05,accidentsAndIncidents,accident,I-695 PRIOR TO EX 32 BELAIR RD,39.3894056,-76.5317343,4.0,2.0
MDOT_CHART_22ff862301f200ae004106e89f035daa,"Incident @ MD 295 PRIOR TO I-695[Collision, Property Damage]",,2004-12-02 05:45:18-05,2004-12-02 05:45:20-05,2004-12-02 19:15:06-05,accidentsAndIncidents,accident,MD 295 PRIOR TO I-695,39.2187953,-76.6576806,3.0,1.0
MDOT_CHART_0300155b09fe00ae0041b48c33235daa,Incident @ I-95 AT I-295 ( ANACOSTIA ) [Disabled In Roadway],,,2004-12-02 06:36:59-05,2004-12-02 19:55:06-05,accidentsAndIncidents,disabled vehicle,I-95 AT I-295 ( ANACOSTIA ),38.7942932,-77.0157996,3.0,
MDOT_CHART_31002077090400af0041b48c33235daa,"Incident @ I-95 S OF B/W PKWY [Collision, Personal Injury]",,2004-12-02 07:03:03-05,2004-12-02 07:03:02-05,2004-12-02 20:55:06-05,accidentsAndIncidents,accident,I-95 S OF B/W PKWY,38.9868951,-76.8777247,8.0,1.0
MDOT_CHART_a70071fb000600af004116e83d035daa,Incident @ US 50 EX-31 TO BAY BRIDGE TOL[Emergency Roadwork],,,2004-12-02 07:14:22-05,2004-12-02 15:48:29-05,roadwork,road construction,US 50 EX-31 TO BAY BRIDGE TOLL PLAZA,39.0193762,-76.4155855,0.0,2.0
MDOT_CHART_2d00384f091000af0041b48c33235daa,Incident @ I-95 AT MD 100 [Vehicle Fire],,,2004-12-02 07:53:35-05,2004-12-02 21:00:06-05,accidentsAndIncidents,vehicle on fire,I-95 AT MD 100,39.1962479,-76.7638236,3.0,
MDOT_CHART_0b002a4b001000af004105e89f035daa,"Incident @ I/L I-695 PRIOR EX 2 [Collision, Personal Injury]",,2004-12-02 07:54:10-05,2004-12-02 07:54:18-05,2004-12-02 21:05:06-05,accidentsAndIncidents,accident,I/L I-695 PRIOR EX 2 MD 2,39.2079245,-76.5842239,4.0,2.0
MDOT_CHART_7eff5186091100af0041b48c33235daa,"Incident @ MD 210 AT I-95 [Collision, Personal Injury]",,2004-12-02 07:58:46-05,2004-12-02 07:58:46-05,2004-12-02 21:40:06-05,accidentsAndIncidents,accident,MD 210 AT I-95,38.8025769,-76.993938,2.0,2.0
MDOT_CHART_5c005460091200af0041b48c33235daa,Incident @ I-495 AT 3 BRIDGES [Disabled In Roadway],,2004-12-02 08:02:24-05,2004-12-02 08:02:24-05,2004-12-02 21:20:06-05,accidentsAndIncidents,disabled vehicle,I-495 AT 3 BRIDGES,39.019257,-76.9358838,1.0,1.0
MDOT_CHART_bdffa175011f00af004106e89f035daa,"Incident @ I-695 PRIOR TO  EXIT [Collision, Personal Injury]",,2004-12-02 08:59:02-05,2004-12-02 08:59:31-05,2004-12-02 22:30:06-05,accidentsAndIncidents,accident,I-695 PRIOR TO  EXIT 23 JFX,39.4008948,-76.6763284,3.0,1.0
MDOT_CHART_2bffa5df011f00af004106e89f035daa,"Incident @ I-695 PRIOR TO EXIT 1[Collision, Property Damage]",,2004-12-02 09:00:26-05,2004-12-02 09:00:30-05,2004-12-02 22:40:06-05,accidentsAndIncidents,accident,I-695 PRIOR TO EXIT 15 BNP,39.3185715,-76.7415914,3.0,2.0
MDOT_CHART_defeaa85012700af004106e89f035daa,Incident @ O/L I-695 RAMP TO EXIT 24 I-8[Emergency Roadwork],,2004-12-02 09:33:09-05,2004-12-02 09:33:10-05,2004-12-02 22:45:06-05,roadwork,road construction,O/L I-695 RAMP TO EXIT 24 I-83 NORTH,39.4175308,-76.6326217,3.0,1.0
MDOT_CHART_93ff34ac002d00af004105e89f035daa,Incident @ O/L I-695 RAMP EX 24 I-83 NORTH[Other],,2004-12-02 09:59:16-05,2004-12-02 09:59:09-05,2004-12-02 23:10:06-05,accidentsAndIncidents,incident,O/L I-695 RAMP EX 24 I-83 NORTH,39.4209054,-76.6346538,2.0,
MDOT_CHART_dfff9a79093600af0041b48c33235daa,Incident @ I-495 E OF MD  650 [Debris In Roadway],,2004-12-02 10:36:25-05,2004-12-02 10:36:23-05,2004-12-03 00:15:36-05,obstruction,debris on roadway,I-495 E OF MD  650,39.018171,-76.9754684,1.0,
MDOT_CHART_74ff9d08093900af0041b48c33235daa,Incident @ MD 97 AT SHOREFIELD RD [Emergency Roadwork],,2004-12-02 10:47:20-05,2004-12-02 10:47:18-05,2004-12-03 21:35:06-05,roadwork,road construction,MD 97 AT SHOREFIELD RD,39.0617668,-77.0528614,3.0,2.0
MDOT_CHART_6dffb6f1013e00af004106e89f035daa,Incident @ MD 43 RAMP TO PULASKI HWY[Disabled In Roadway],,2004-12-02 11:13:54-05,2004-12-02 11:13:42-05,2004-12-02 12:51:41-05,accidentsAndIncidents,disabled vehicle,MD 43 RAMP TO PULASKI HWY,39.3728945,-76.4318601,3.0,1.0
MDOT_CHART_87ffb3eb095300af0041b48c33235daa,Action Event @ I-95 AT W W BRIDGE,,2004-12-02 12:42:03-05,2004-12-02 12:42:02-05,2004-12-02 12:57:31-05,accidentsAndIncidents,incident,I-95 AT W W BRIDGE,38.7894363,-77.0347098,0.0,
MDOT_CHART_37ffb496095700af0041b48c33235daa,Action Event @ OLD GEORGETOWN RD AT CENTERWAY,,2004-12-02 12:57:42-05,2004-12-02 12:57:42-05,2004-12-02 13:05:38-05,accidentsAndIncidents,incident,OLD GEORGETOWN RD AT CENTERWAY,39.0303999,-77.1248788,1.0,
MDOT_CHART_9eff02bd006200af004104e897035daa,"Incident @ I-95 PRIOR TO I 295[Collision, Personal Injury]",,2004-12-02 13:46:04-05,2004-12-02 13:46:15-05,2004-12-02 14:07:58-05,accidentsAndIncidents,accident,I-95 PRIOR TO I 295,38.7938179,-77.0149596,5.0,2.0
MDOT_CHART_33011b7e006400af004117e83d035daa,Congestion Event @ CONWAY ST to ENTR 395 SB to I-95 SB,,2004-12-02 13:53:24-05,2004-12-02 13:54:23-05,2004-12-02 15:42:30-05,trafficConditions,traffic congestion,CONWAY ST to ENTR 395 SB to I-95 SB,39.2832604,-76.6186897,0.0,
MDOT_CHART_1500072b006600af004104e897035daa,Action Event @ I-95 PRIOR TO MD 212 [Debris],,2004-12-02 14:00:12-05,2004-12-02 14:00:30-05,2004-12-02 14:02:56-05,accidentsAndIncidents,incident,I-95 PRIOR TO MD 212,39.0497226,-76.9273933,1.0,
MDOT_CHART_3a00022f006800af00418ce833035daa,Action Event @ MD 144 EAST OF FOLLEY QUARTER RD,,2004-12-02 14:09:11-05,2004-12-02 14:09:06-05,2004-12-02 20:34:23-05,accidentsAndIncidents,incident,MD 144 EAST OF FOLLEY QUARTER RD,39.2968749,-76.9341927,1.0,
MDOT_CHART_41ffc181096900af0041b48c33235daa,"Incident @ I-95 PRIOR GREENBELT [Collision, Property Damage]",,2004-12-02 14:14:09-05,2004-12-02 14:14:07-05,2004-12-02 14:32:17-05,accidentsAndIncidents,accident,I-95 PRIOR GREENBELT RD,38.9944785,-76.8887127,5.0,3.0
